#{"t_start": 1736976260.7426088, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
570.0,4304,7132.368978
600.0,4239,7136.179631
600.0,4359,7140.006681
770.0,3877,7144.994411
800.0,3741,7148.350674
515.0,3613,7151.549445
1430.0,8481,7159.04972
600.0,4985,7163.435462
995.0,6955,7169.396805
800.0,4001,7174.414681
485.0,3415,7177.40157
600.0,4173,7181.066791
600.0,3997,7184.697455
575.0,4134,7188.417494
575.0,3678,7191.729329
690.0,3169,7194.715024
740.0,5363,7199.466214
575.0,4041,7218.046722
465.0,3755,7221.371235
545.0,4791,7225.698199
530.0,3477,7229.276118
575.0,3313,7232.293017
1155.0,8785,7241.81091
155.0,1677,7243.326492
515.0,3179,7246.229824
415.0,3151,7249.105987
570.0,3477,7252.235897
545.0,3665,7255.713111
605.0,3159,7258.54985
490.0,3185,7261.358767
440.0,3695,7264.823701
545.0,3595,7269.553287
570.0,4003,7273.1457
570.0,3875,7276.686022
570.0,4057,7280.299474
780.0,4178,7284.030933
800.0,3813,7287.492572
550.0,4493,7291.458465
600.0,3717,7294.784281
775.0,3991,7299.824789
600.0,3957,7303.402619
800.0,4033,7307.050932
550.0,3429,7310.114125
635.0,4703,7325.694925
655.0,3457,7328.742275
600.0,4241,7334.505746
600.0,3269,7337.501873
1395.0,7959,7344.622498
530.0,3552,7348.219208
800.0,4677,7352.427677
460.0,3395,7355.496582
605.0,3851,7358.865836
600.0,3785,7363.800258
545.0,4935,7368.215976
600.0,3941,7371.701496
490.0,2305,7373.690876
930.0,3360,7376.672438
470.0,4381,7380.464259
605.0,3321,7383.397049
380.0,3411,7386.406769
810.0,3153,7389.209624
605.0,4207,7394.343251
490.0,4745,7398.490869
575.0,4129,7402.046126
470.0,3009,7404.739756
1405.0,7911,7411.662705
515.0,3638,7414.8246
490.0,4203,7435.498563
745.0,3301,7438.529831
500.0,4297,7442.256815
1555.0,6931,7448.362464
600.0,4197,7452.016876
545.0,3898,7455.443409
580.0,4106,7460.553557
600.0,3837,7463.94715
1000.0,4015,7467.449465
575.0,4282,7471.6919
1085.0,7429,7478.181318
570.0,4723,7482.19583
570.0,5287,7486.75544
775.0,3957,7491.765455
800.0,4457,7495.734405
575.0,4157,7499.427988
395.0,3197,7502.250028
1555.0,9105,7510.260226
600.0,4683,7514.410349
600.0,4995,7518.717336
525.0,3888,7523.690174
495.0,4237,7527.694622
720.0,4145,7543.106483
515.0,3040,7545.925369
600.0,4833,7550.195901
505.0,3569,7554.970101
550.0,4444,7558.970912
1125.0,6389,7564.801191
575.0,3557,7568.02789
800.0,4999,7572.399472
750.0,3567,7575.566398
525.0,4259,7579.217011
1165.0,6345,7586.382542
1125.0,6809,7592.852644
915.0,3531,7596.036069
490.0,4173,7599.785528
575.0,4701,7604.071787
475.0,4545,7608.18364
580.0,3377,7611.173866
1200.0,7340,7619.125224
1400.0,7908,7626.245779
450.0,3393,7629.273668
600.0,4123,7632.960401
570.0,3462,7649.390251
715.0,3671,7652.629898
1065.0,7388,7659.259866
855.0,5423,7664.424126
725.0,4107,7668.055889
515.0,3477,7671.169793
600.0,4027,7674.746288
740.0,3683,7679.522034
545.0,4696,7683.709795
515.0,3871,7687.237594
600.0,3865,7690.621279
600.0,4225,7694.438519
600.0,3483,7697.45074
570.0,3941,7700.92121
505.0,3087,7703.698352
600.0,3897,7707.510229
775.0,4189,7712.809829
490.0,3669,7716.099328
540.0,3969,7719.665582
570.0,3070,7722.434878
345.0,3463,7725.520831
465.0,3525,7728.647597
800.0,4111,7732.292689
435.0,3407,7735.336964
770.0,4128,7739.045449
810.0,4105,7744.272518
530.0,3541,7767.505879
1510.0,8079,7776.358001
400.0,3643,7779.655304
830.0,4495,7783.703598
435.0,3031,7786.407447
575.0,3541,7789.555401
700.0,3719,7792.909158
915.0,4107,7796.621975
675.0,3945,7800.173222
540.0,3009,7804.477801
1170.0,8433,7812.083311
600.0,4621,7816.203423
1145.0,6688,7822.263946
515.0,3669,7825.680326
745.0,4159,7829.985717
975.0,7055,7837.919596
725.0,3819,7841.344519
600.0,4431,7845.333486
1120.0,7483,7852.0254
525.0,3749,7855.431642
550.0,4709,7859.614007
210.0,2021,7875.846756
545.0,4083,7879.381199
495.0,3713,7882.69818
575.0,4391,7886.622328
455.0,3637,7890.321996
605.0,4053,7894.027211
505.0,2993,7896.680758
550.0,4113,7902.027848
800.0,4533,7906.187269
605.0,3517,7909.252882
600.0,4271,7912.974638
600.0,3325,7915.912497
610.0,2540,7918.200252
745.0,3431,7921.267219
470.0,4021,7924.96113
565.0,2713,7927.419058
545.0,4301,7932.845317
600.0,4983,7937.447342
575.0,3981,7940.984699
1140.0,6921,7947.303944
450.0,3262,7950.622895
605.0,4315,7954.533803
545.0,3754,7957.834032
470.0,3611,7962.617363
815.0,7039,7969.00386
540.0,4175,7989.717733
1000.0,4527,7995.677728
605.0,4339,7999.581023
940.0,6341,8005.279997
600.0,3617,8008.49612
610.0,4007,8012.016106
570.0,3829,8015.39895
605.0,3797,8018.761954
1040.0,6683,8026.45958
515.0,3703,8029.739165
600.0,4213,8033.562439
350.0,3165,8036.409442
1350.0,6924,8042.622833
480.0,3783,8046.12804
770.0,4695,8050.320717
885.0,6343,8057.754021
775.0,3827,8061.050375
600.0,3565,8064.189488
545.0,4688,8068.320543
570.0,3928,8071.740725
755.0,4423,8075.643614
545.0,3657,8078.848715
545.0,3194,8081.725744
800.0,5345,8101.179298
510.0,4659,8105.326445
575.0,4345,8109.117939
600.0,3603,8112.273196
385.0,2241,8114.673211
1200.0,7521,8122.714464
575.0,3833,8126.159278
605.0,4141,8129.798139
550.0,3263,8132.747154
800.0,4169,8136.381044
545.0,4508,8140.370697
455.0,3475,8143.427397
1240.0,7713,8151.753944
605.0,3905,8155.280351
275.0,2519,8157.569031
695.0,4383,8161.350262
570.0,3759,8164.658165
365.0,3073,8167.372904
715.0,3552,8170.460019
570.0,3258,8173.306461
515.0,3721,8176.584112
550.0,3806,8179.935494
600.0,4277,8185.307298
1235.0,7411,8191.856095
1400.0,8701,8214.613179
350.0,2199,8216.557226
1270.0,7321,8223.458853
455.0,3075,8226.203717
575.0,3997,8229.690791
360.0,2804,8232.240896
540.0,4012,8235.776065
900.0,3977,8239.219439
750.0,3879,8242.581015
665.0,3895,8247.549632
510.0,3707,8250.730407
1205.0,7640,8257.449125
550.0,3469,8260.454475
570.0,2881,8262.98945
600.0,5139,8267.429724
605.0,4719,8271.565975
800.0,3465,8274.570878
515.0,3691,8279.307392
545.0,3738,8282.653265
570.0,3973,8286.228875
1175.0,6738,8292.095123
600.0,3675,8295.398748
725.0,4253,8299.072159
1380.0,6519,8319.21955
690.0,3361,8322.215541
690.0,3521,8325.725495
600.0,3755,8329.037058
1575.0,7735,8335.995438
545.0,3429,8340.548021
1400.0,7979,8347.875851
785.0,3900,8351.390845
945.0,3543,8354.651272
800.0,3897,8358.148252
520.0,3929,8361.957685
480.0,3483,8365.040542
790.0,6017,8371.899043
605.0,4497,8375.888059
585.0,3841,8379.315266
830.0,4333,8383.103105
770.0,4361,8387.024177
745.0,3856,8390.44392
545.0,4071,8394.116423
695.0,3573,8397.319537
1295.0,7517,8405.623998
1175.0,6515,8421.297006
575.0,4644,8425.461891
1400.0,6957,8432.054171
800.0,3553,8436.733883
580.0,3088,8439.465274
495.0,3729,8442.801268
375.0,2471,8445.359028
300.0,2775,8447.855883
775.0,3856,8451.274693
575.0,3965,8454.733416
695.0,3517,8457.76573
600.0,4005,8461.354977
605.0,3651,8466.262059
565.0,3033,8468.893341
1115.0,5550,8473.860536
575.0,4879,8478.096941
1235.0,7138,8484.391393
600.0,3519,8487.487693
770.0,5583,8492.419622
570.0,4744,8498.104909
570.0,3813,8501.456814
530.0,3374,8504.450042
545.0,3344,8507.355797
580.0,3987,8510.811182
600.0,4127,8534.117763
1065.0,6011,8539.516272
525.0,3565,8542.638703
775.0,3809,8546.059227
755.0,5133,8550.48606
310.0,2241,8552.46385
600.0,3729,8555.72104
610.0,3305,8558.603014
545.0,3614,8563.343598
555.0,3402,8566.728655
410.0,3407,8569.704382
515.0,4401,8573.472348
495.0,3519,8576.570423
1355.0,7211,8582.776727
930.0,5247,8587.314039
545.0,3647,8590.493072
600.0,4619,8596.098427
690.0,4323,8599.872477
545.0,3819,8603.187918
575.0,4217,8606.88969
1195.0,6463,8612.606445
980.0,4161,8616.306271
490.0,4451,8620.246345
545.0,3329,8624.741645
725.0,3265,8641.171301
515.0,3399,8644.253577
670.0,3699,8647.527767
490.0,3887,8650.903436
295.0,2503,8653.542703
500.0,3983,8658.66975
600.0,4219,8662.405023
1235.0,7049,8668.653412
545.0,3777,8672.218154
1210.0,5187,8676.793962
600.0,3177,8679.654685
525.0,3051,8682.366094
1125.0,7523,8690.810756
695.0,3745,8694.111418
470.0,3357,8697.121013
515.0,3505,8700.168448
1080.0,7549,8706.890446
570.0,3429,8709.856371
1000.0,4039,8713.416584
945.0,4195,8718.668234
1120.0,7769,8725.5713
540.0,3567,8728.659338
205.0,1619,8730.083264
970.0,4896,8734.597254
800.0,3881,8753.044274
600.0,3601,8756.216972
750.0,3301,8759.460148
730.0,5079,8764.002987
575.0,3742,8767.355851
745.0,3749,8770.60536
605.0,3769,8773.940224
530.0,3981,8777.402485
545.0,3379,8781.873018
575.0,3813,8785.287855
495.0,3089,8787.967
515.0,3669,8791.118843
545.0,4119,8794.723873
505.0,2479,8796.930237
575.0,4219,8800.586393
470.0,3639,8804.114887
800.0,4009,8807.658565
545.0,3711,8810.861531
450.0,4053,8815.983161
740.0,3747,8819.250543
570.0,3301,8822.146906
800.0,4525,8826.197924
800.0,4245,8829.79219
715.0,5111,8834.365749
1545.0,7103,8840.845789
755.0,4280,8860.222371
570.0,3415,8863.345827
810.0,3341,8866.510626
500.0,3397,8869.510324
380.0,3041,8872.255908
1365.0,8057,8880.825343
570.0,4355,8884.798494
740.0,4123,8888.471006
635.0,4559,8892.486325
600.0,3617,8895.709012
530.0,3719,8898.993644
545.0,3933,8902.424071
715.0,4079,8907.602071
770.0,4015,8911.185403
570.0,4235,8914.90994
600.0,3901,8918.436812
605.0,3689,8921.637705
600.0,3697,8925.25538
1175.0,8444,8932.669552
770.0,3676,8935.960207
545.0,3201,8940.311291
745.0,4089,8943.943586
755.0,3038,8946.725227
605.0,3601,8949.865938
600.0,3849,8970.984529
515.0,4059,8974.517148
570.0,4303,8978.46241
1230.0,7245,8985.271769
1740.0,9113,8993.320289
600.0,3675,8996.609599
605.0,2561,8998.858683
1370.0,7778,9007.410945
685.0,3585,9010.626207
450.0,2881,9013.212639
600.0,4197,9016.883034
1320.0,7805,9023.739496
1045.0,6567,9029.459129
800.0,4099,9034.618457
485.0,3813,9038.090356
1350.0,7788,9045.34614
545.0,3905,9048.816329
520.0,4057,9052.400492
1875.0,9855,9061.087798
1325.0,6859,9079.61328
1105.0,7667,9086.228159
575.0,3770,9089.928798
1060.0,6047,9096.773048
970.0,4597,9101.050729
600.0,4603,9105.176802
605.0,3825,9108.500052
545.0,3783,9111.911988
600.0,4651,9116.079786
220.0,2295,9118.157811
1250.0,5477,9123.081983
1360.0,7247,9131.055148
755.0,3913,9134.563183
490.0,4375,9138.431047
700.0,4183,9142.045092
955.0,3450,9145.087476
470.0,3569,9148.261274
600.0,4213,9152.012865
740.0,4811,9156.361142
600.0,3979,9161.412498
600.0,3537,9164.78572
150.0,1579,9166.264673
470.0,3757,9169.617169
610.0,3433,9185.633309
775.0,3493,9188.631454
1345.0,8040,9197.56056
805.0,3779,9200.818895
1375.0,7837,9207.818946
545.0,3705,9211.032212
570.0,3388,9214.067142
680.0,3939,9217.518083
570.0,3809,9221.062757
225.0,3087,9225.398731
570.0,4493,9229.41396
575.0,4261,9233.205908
600.0,4755,9237.501534
1000.0,3657,9240.772763
545.0,3500,9243.935952
600.0,3881,9247.371022
600.0,3805,9250.777765
925.0,6403,9258.07763
775.0,3390,9261.035283
675.0,3823,9264.715991
735.0,5203,9269.473079
545.0,3304,9272.457253
550.0,4095,9276.158299
575.0,3687,9288.908018
980.0,6739,9294.909495
800.0,3957,9298.407743
470.0,3813,9302.120324
600.0,3859,9305.597759
515.0,3649,9308.78852
935.0,6357,9314.460339
570.0,3605,9319.211106
745.0,2761,9321.630554
575.0,4178,9325.319091
450.0,2793,9327.860546
600.0,3785,9331.206448
515.0,4715,9335.367575
570.0,3625,9338.558003
375.0,2382,9340.808196
515.0,3413,9343.911303
550.0,4090,9349.038085
690.0,3617,9352.264352
1145.0,7885,9359.364483
495.0,3601,9362.612714
550.0,3524,9365.825315
545.0,3539,9368.972914
605.0,4337,9372.857868
1135.0,7547,9381.118902
605.0,4732,9406.129295
755.0,4506,9410.849334
1460.0,7669,9418.586787
600.0,3897,9422.455526
1230.0,6491,9428.482062
1060.0,6834,9434.706763
570.0,4633,9438.901951
600.0,4603,9444.461692
1120.0,6719,9450.476745
520.0,3642,9453.789339
550.0,3497,9456.91885
495.0,3397,9460.17192
600.0,3913,9463.706675
575.0,3749,9467.075053
410.0,2412,9469.22052
600.0,4281,9473.020098
605.0,3669,9477.834051
545.0,3393,9480.824638
390.0,2659,9483.285211
945.0,5091,9487.966952
600.0,4287,9491.683254
520.0,3693,9495.050772
605.0,3883,9498.562385
800.0,3619,9515.87867
1065.0,7013,9522.04392
475.0,3675,9525.700869
500.0,3703,9529.059244
810.0,3619,9532.360558
1220.0,5452,9538.797161
520.0,3691,9542.091475
600.0,4319,9546.07367
485.0,4255,9549.908756
700.0,3703,9553.448515
570.0,3735,9556.856169
985.0,6299,9562.376623
600.0,3689,9565.60155
810.0,3711,9570.382551
745.0,4394,9574.215547
600.0,4193,9577.819462
805.0,3621,9580.902165
600.0,3747,9584.343161
600.0,3805,9587.72646
460.0,3957,9591.283161
495.0,3637,9594.592454
345.0,3663,9597.907006
510.0,3313,9602.368376
1005.0,4047,9606.00949
600.0,4035,9609.546887
360.0,2971,9622.911559
570.0,3079,9625.670896
600.0,3901,9629.509499
520.0,3619,9634.24196
1130.0,7213,9640.667821
545.0,3269,9643.587981
515.0,3822,9647.320775
970.0,3379,9650.310232
575.0,3926,9653.767407
600.0,4637,9657.780249
1045.0,7333,9665.683142
600.0,4593,9669.754463
600.0,4161,9673.405178
600.0,3689,9676.695206
520.0,3816,9680.05573
600.0,3935,9683.560588
600.0,3657,9686.778031
1320.0,7517,9693.390388
1070.0,7341,9701.409611
600.0,4371,9705.494541
1320.0,6071,9710.886843
440.0,3437,9713.97903
425.0,3355,9733.830392
605.0,4141,9737.892434
800.0,3399,9740.871031
575.0,3401,9743.895005
390.0,2603,9746.349483
750.0,3670,9749.683025
575.0,4906,9754.028939
570.0,3595,9758.860379
600.0,4049,9762.561011
515.0,4083,9766.532109
490.0,4237,9770.327738
745.0,3493,9773.490288
570.0,5818,9778.627772
600.0,4157,9782.268663
485.0,3473,9785.388206
515.0,4233,9790.6419
570.0,4193,9794.381355
600.0,4071,9798.031702
950.0,5873,9803.236706
1930.0,9427,9811.379371
1520.0,6455,9817.094484
1005.0,4993,9823.15707
600.0,4923,9838.231071
545.0,4095,9841.764006
1220.0,5742,9847.024909
405.0,2213,9849.045788
785.0,5421,9855.909781
735.0,4781,9860.294732
515.0,3695,9863.671364
575.0,5307,9868.4123
1000.0,6235,9874.093853
530.0,3201,9877.023887
1055.0,7590,9885.376181
600.0,4207,9889.275045
800.0,3897,9892.697559
600.0,3603,9895.920787
1195.0,6879,9902.325107
335.0,3207,9905.310624
625.0,3351,9908.324257
555.0,3956,9911.845171
540.0,3630,9916.697782
720.0,3841,9920.082455
690.0,3893,9923.559822
975.0,6703,9929.609088
525.0,3367,9932.540917
545.0,3551,9949.116728
600.0,4619,9953.178732
1100.0,7193,9960.001645
890.0,6871,9966.335145
600.0,3925,9969.774858
300.0,2529,9972.082131
1200.0,7063,9979.920697
745.0,4453,9983.930313
495.0,4967,9988.443178
1575.0,7553,9995.286893
800.0,4197,9999.008281
550.0,3674,10002.496903
545.0,3379,10005.712966
610.0,3315,10008.745575
570.0,3197,10013.132975
1235.0,7065,10019.878995
545.0,3328,10022.959239
600.0,3663,10026.373087
915.0,6403,10032.114428
520.0,3703,10035.443208
800.0,4293,10039.314645
520.0,3719,10062.472404
535.0,3894,10066.417717
740.0,4140,10070.137
605.0,3525,10074.824284
1455.0,6203,10080.371542
600.0,3609,10083.709053
1205.0,7525,10090.574713
600.0,4037,10094.25405
600.0,3625,10097.456473
1000.0,3843,10100.83042
575.0,3389,10105.364871
380.0,3308,10108.391456
680.0,4551,10112.489536
930.0,5737,10117.689507
525.0,3219,10120.539278
660.0,3985,10124.06676
800.0,3815,10127.438173
1360.0,7343,10134.064739
1480.0,6877,10141.997581
550.0,3650,10145.369287
955.0,4069,10149.073391
690.0,3825,10152.478203
600.0,3893,10155.928049
800.0,4465,10178.211273
545.0,3273,10181.134632
515.0,3749,10184.74545
550.0,3593,10188.12097
525.0,2817,10190.729236
525.0,3446,10193.876642
905.0,6949,10201.500416
800.0,3809,10204.993336
770.0,3849,10208.480187
1125.0,7079,10214.802103
800.0,3669,10218.128055
600.0,4201,10221.956816
975.0,6913,10228.101292
515.0,3707,10232.893775
1380.0,7501,10239.574957
1070.0,6305,10245.177654
525.0,3421,10248.335386
540.0,4459,10252.400946
800.0,4663,10256.689744
770.0,3515,10260.158957
800.0,3701,10265.104676
600.0,5087,10269.738477
350.0,2305,10271.869352
465.0,3643,10287.149501
1225.0,6447,10294.797997
800.0,4195,10298.517886
805.0,4349,10302.436632
545.0,3633,10305.813622
605.0,4317,10309.664197
600.0,3665,10312.849228
610.0,4723,10317.08615
780.0,4303,10320.880763
600.0,3741,10325.782522
600.0,4087,10329.394306
1230.0,7483,10335.958811
740.0,4332,10339.776196
575.0,3773,10343.092949
1435.0,6633,10348.929116
1200.0,7450,10357.022172
730.0,3785,10360.390123
570.0,4879,10364.898172
600.0,3401,10367.961861
600.0,4933,10372.388199
415.0,2410,10374.566392
1320.0,7477,10394.652422
485.0,3717,10398.405037
740.0,4546,10402.293486
1975.0,8811,10409.982305
800.0,4007,10413.575566
555.0,3649,10416.912395
830.0,4181,10422.193297
545.0,3989,10425.784932
555.0,4397,10429.872298
545.0,3521,10433.112373
2145.0,11215,10443.387336
775.0,4039,10447.015665
570.0,4174,10452.215617
315.0,2732,10454.684577
605.0,3909,10458.179048
1465.0,7917,10465.245592
775.0,3529,10468.335765
800.0,4285,10472.102013
800.0,4095,10475.766456
575.0,3639,10479.020368
600.0,2525,10481.269457
440.0,3329,10485.869642
605.0,4903,10503.520621
600.0,4335,10507.409719
800.0,4233,10511.165095
1370.0,8175,10520.440316
545.0,3827,10523.892561
630.0,3907,10527.397639
520.0,3733,10530.782818
850.0,5731,10535.998825
545.0,3386,10538.992267
955.0,6403,10546.321524
550.0,3607,10549.623591
775.0,4509,10553.796838
600.0,3997,10557.404202
670.0,3545,10560.571655
990.0,6107,10566.193738
805.0,3157,10569.023235
495.0,3939,10572.572736
545.0,3765,10576.017159
605.0,3717,10580.828127
600.0,3501,10583.98022
480.0,3511,10587.177056
600.0,3677,10590.420868
545.0,3386,10593.4716
810.0,4971,10611.065889
485.0,3277,10614.014706
1095.0,8695,10622.222692
875.0,6233,10628.040074
1555.0,7503,10634.664847
545.0,3792,10638.051868
570.0,3955,10643.130711
780.0,3849,10646.602409
570.0,4133,10650.401448
305.0,2623,10652.766102
175.0,1685,10654.292743
495.0,3691,10657.595361
600.0,3745,10660.922067
575.0,3834,10664.275632
600.0,3619,10667.479954
1410.0,8075,10676.113764
1605.0,9389,10684.378015
1325.0,7289,10690.729514
315.0,2511,10692.959373
465.0,3471,10696.095561
785.0,3994,10699.627775
600.0,3449,10704.194532
1235.0,7985,10724.69576
1110.0,6017,10730.0995
570.0,3828,10733.527464
660.0,3201,10737.907657
1130.0,5677,10743.261689
490.0,3573,10746.44641
945.0,5190,10751.038975
575.0,3879,10754.432505
800.0,3789,10757.776438
600.0,3723,10761.062699
1375.0,7991,10769.778211
745.0,4026,10773.278185
775.0,4030,10776.823299
1215.0,6057,10782.03946
575.0,4233,10785.755789
890.0,4001,10789.211556
575.0,3919,10792.637547
600.0,3859,10796.075525
570.0,3152,10800.391465
1150.0,7241,10806.872064
1410.0,9045,10827.642577
600.0,4465,10833.387569
575.0,3865,10836.754363
1210.0,7454,10843.270068
545.0,4113,10846.887987
605.0,3781,10850.16064
895.0,6081,10855.538268
605.0,4129,10859.478693
575.0,3684,10864.309001
1360.0,9003,10872.237536
710.0,3809,10875.630488
760.0,3642,10878.877839
540.0,3801,10882.294647
540.0,3795,10885.70014
555.0,4119,10889.363804
605.0,4011,10894.388576
1120.0,7573,10901.046947
695.0,4029,10904.612124
360.0,2497,10906.756552
570.0,4278,10910.46646
570.0,3352,10913.395787
600.0,4115,10917.025404
600.0,4229,10934.387696
950.0,6403,10940.246556
545.0,3975,10943.717132
1200.0,7025,10949.891752
550.0,3827,10953.291662
730.0,4278,10958.707303
585.0,3607,10961.944602
1410.0,7101,10968.202708
800.0,4149,10971.841831
450.0,3667,10975.131435
1415.0,8099,10982.732412
805.0,3817,10987.629708
800.0,4399,10991.450198
600.0,4657,10995.60963
550.0,4268,10999.421398
1515.0,6899,11005.476405
520.0,3522,11008.594893
545.0,4115,11012.207669
600.0,3461,11015.27115
800.0,4283,11020.646789
770.0,5687,11025.83475
1405.0,8827,11052.879228
510.0,3201,11055.995235
1005.0,4625,11060.122659
470.0,3641,11063.325718
800.0,3613,11066.561089
530.0,3351,11069.538967
570.0,4008,11073.014863
600.0,3897,11076.557869
600.0,4257,11081.881742
1265.0,6941,11088.217007
520.0,3957,11091.74311
600.0,4035,11095.351168
575.0,3763,11098.711416
575.0,4191,11102.853858
1205.0,7409,11109.518422
515.0,3103,11113.752926
585.0,3783,11117.097631
515.0,3073,11119.79736
770.0,4135,11123.514745
525.0,3543,11126.721994
1205.0,7031,11132.980769
600.0,3773,11136.308327
1185.0,6319,11161.266306
775.0,3646,11164.539714
345.0,2515,11166.804522
745.0,4247,11170.542275
550.0,3344,11173.531674
370.0,3949,11178.937071
520.0,3201,11181.799476
600.0,3729,11185.112715
1230.0,7565,11191.748668
1570.0,6679,11197.626297
515.0,3630,11200.894932
950.0,4735,11205.292986
415.0,2241,11208.841579
600.0,3517,11211.860505
800.0,3951,11215.300945
980.0,4339,11219.099411
980.0,6077,11224.930319
940.0,5453,11229.694967
800.0,3437,11232.672221
675.0,3121,11235.466954
545.0,2945,11239.546893
775.0,4149,11243.134531
280.0,3283,11246.06705
575.0,3543,11249.194862
670.0,3583,11252.352193
610.0,3559,11266.189087
665.0,3933,11271.171604
445.0,2348,11273.20435
1000.0,3605,11276.396929
1435.0,8371,11284.014352
350.0,3571,11287.195742
1560.0,7613,11293.748028
600.0,3631,11296.977665
490.0,3145,11299.736517
925.0,3371,11304.15131
340.0,2476,11306.341761
1155.0,8408,11313.552712
495.0,3857,11316.922201
600.0,3941,11320.386547
575.0,3822,11323.668941
600.0,3821,11327.08179
555.0,2917,11329.624733
1065.0,7515,11337.683656
1320.0,5920,11343.179263
1105.0,7879,11350.125094
605.0,3121,11352.908101
605.0,3945,11356.357577
1600.0,8681,11382.078132
575.0,3820,11385.699428
510.0,3653,11388.988201
750.0,4375,11393.067952
525.0,3382,11397.63325
1435.0,7513,11404.4217
1205.0,7034,11410.665436
400.0,3735,11413.932842
1515.0,6331,11419.515071
605.0,3725,11422.785611
360.0,2589,11425.107925
515.0,3457,11429.690598
600.0,3289,11432.585113
580.0,3877,11436.19254
805.0,3393,11439.297235
545.0,3258,11442.273319
575.0,3824,11445.680961
600.0,3721,11448.956495
600.0,4307,11452.911508
1355.0,8662,11462.735151
770.0,3372,11465.765794
1235.0,8059,11494.573297
800.0,4569,11498.446718
490.0,3281,11501.351335
575.0,3922,11505.222129
490.0,3889,11508.917383
525.0,3243,11511.803636
525.0,3204,11514.630224
545.0,4258,11518.410217
545.0,3429,11522.141229
570.0,3315,11525.831453
1605.0,8157,11533.116178
675.0,4253,11536.907971
550.0,3818,11540.276489
495.0,3541,11543.317821
555.0,3697,11546.673481
670.0,3699,11550.145553
540.0,3488,11554.94725
585.0,4654,11559.321858
580.0,3607,11562.612501
435.0,3080,11565.410838
820.0,5973,11570.82946
495.0,3169,11573.707981
695.0,4375,11577.690722
575.0,3201,11580.905684
160.0,1927,11582.681686
600.0,4139,11587.986393
545.0,3088,11606.340634
745.0,4115,11610.150662
1380.0,6447,11617.549922
460.0,2855,11620.154026
600.0,4099,11623.744108
725.0,3190,11626.570208
540.0,3230,11629.469861
465.0,3297,11632.404604
600.0,4565,11636.742245
1740.0,7005,11643.001368
575.0,3218,11645.910185
580.0,4030,11651.006257
605.0,4089,11654.662734
1275.0,7857,11661.588853
1275.0,6397,11667.349786
725.0,3680,11670.663166
325.0,3059,11673.399971
600.0,3929,11676.963476
725.0,4161,11682.182921
1305.0,7601,11688.95296
470.0,3133,11691.730132
550.0,4549,11696.02329
485.0,3475,11699.140816
570.0,4417,11722.269406
540.0,3793,11725.618459
1630.0,7607,11732.65966
605.0,3897,11736.142402
800.0,4347,11739.9667
655.0,3373,11744.451597
1205.0,8137,11751.606513
545.0,3805,11755.163875
575.0,4649,11759.342592
805.0,4603,11763.278225
555.0,3507,11766.363106
895.0,5616,11771.201661
600.0,4245,11776.41315
1135.0,6628,11782.175525
805.0,3991,11785.640351
330.0,2605,11787.906133
800.0,3717,11791.127777
1270.0,8099,11798.034615
600.0,4727,11802.30344
570.0,4312,11807.644325
550.0,4559,11811.611537
605.0,3185,11831.75469
420.0,2913,11834.284269
965.0,5261,11840.931905
520.0,3237,11843.787718
600.0,4647,11847.86064
605.0,3949,11851.311388
280.0,2497,11853.44537
570.0,4525,11857.478585
1655.0,9463,11865.780848
600.0,4771,11871.476712
570.0,3422,11874.393719
645.0,3526,11877.574874
845.0,4197,11881.24308
555.0,4439,11885.196107
430.0,3677,11888.456121
545.0,4099,11892.096905
480.0,3153,11894.910219
800.0,4229,11898.528952
770.0,4353,11903.71355
680.0,3583,11906.904536
830.0,4823,11911.103052
365.0,3009,11913.717849
600.0,4011,11917.239669
1005.0,3889,11920.593712
490.0,3469,11923.57326
535.0,3029,11945.607871
600.0,4405,11949.526196
800.0,3585,11952.688677
775.0,3685,11956.303292
700.0,4221,11960.095523
1145.0,6981,11967.819215
600.0,4113,11971.459502
570.0,3591,11974.620254
1400.0,8175,11981.734457
1350.0,7402,11988.336616
610.0,3691,11991.587755
1630.0,6955,11999.288831
805.0,4729,12003.462648
600.0,4125,12007.206796
565.0,3265,12010.084261
525.0,3029,12012.753643
600.0,4073,12016.421957
470.0,2689,12018.808093
1355.0,7887,12027.277937
540.0,3692,12030.582923
1185.0,7905,12037.543175
1230.0,8379,12063.751305
500.0,4063,12067.564312
1435.0,9755,12076.591978
540.0,4295,12080.427303
575.0,4383,12084.305412
605.0,4905,12090.215216
350.0,2769,12092.727933
980.0,5261,12097.550378
515.0,3243,12100.438116
740.0,3806,12103.845905
520.0,4101,12107.500697
600.0,3961,12110.932056
540.0,5145,12115.499198
585.0,4235,12119.288209
805.0,4087,12124.384243
605.0,3959,12128.058586
575.0,4027,12131.659578
745.0,3113,12134.452678
720.0,4121,12138.15338
815.0,5143,12142.801691
605.0,4219,12146.56171
600.0,3675,12149.876021
570.0,3486,12173.70366
1100.0,7405,12180.62464
420.0,2989,12184.971815
515.0,4423,12189.048817
490.0,3741,12192.448703
1425.0,8009,12200.126793
1070.0,7277,12206.571562
600.0,4677,12210.7124
445.0,3489,12213.839392
600.0,4613,12219.49392
1015.0,7529,12226.205997
580.0,3664,12229.498215
1405.0,8150,12236.978521
600.0,4369,12241.01282
1845.0,11362,12252.774574
490.0,3281,12255.727639
