#{"t_start": 1736976260.7426088, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
1345.0,7479,17405.263935
605.0,3033,17407.954873
960.0,7843,17416.458633
575.0,3653,17419.745272
810.0,5039,17424.335473
1155.0,6203,17429.946169
545.0,4083,17433.622704
715.0,3527,17436.808963
740.0,4015,17440.333218
650.0,3787,17445.258867
575.0,4469,17449.497043
1030.0,6139,17455.100949
690.0,4417,17459.017002
530.0,3735,17462.346882
600.0,3957,17465.830219
600.0,4041,17487.348533
605.0,3791,17490.689579
1000.0,4051,17494.811389
715.0,3819,17498.188984
435.0,2679,17500.660554
600.0,3941,17504.391807
805.0,3453,17508.909426
690.0,3681,17512.163185
770.0,3870,17515.607448
540.0,3210,17518.390182
940.0,5535,17523.416573
470.0,3075,17526.564992
495.0,3521,17529.698493
540.0,3894,17533.172622
600.0,3577,17537.794272
750.0,3550,17540.944875
770.0,4163,17544.646906
600.0,4061,17548.166395
545.0,3520,17551.331171
545.0,3337,17554.262473
570.0,4055,17557.813826
1130.0,7603,17564.505981
1000.0,3947,17569.603735
1080.0,7321,17576.331503
530.0,3511,17579.485
1170.0,7985,17603.950447
320.0,2339,17606.101015
690.0,4513,17610.187492
970.0,5480,17615.120302
600.0,4101,17618.758089
575.0,4721,17623.046871
545.0,3145,17625.815725
725.0,5649,17632.643731
740.0,4195,17636.486337
390.0,3195,17639.457531
610.0,3933,17643.135814
540.0,4375,17647.400501
1230.0,8009,17654.491972
1165.0,5971,17659.870848
800.0,3923,17664.844141
1265.0,8061,17671.971993
480.0,3149,17674.772867
460.0,3731,17678.057804
1080.0,7299,17684.543873
575.0,4133,17688.302941
895.0,6083,17706.542146
630.0,4209,17710.31936
1175.0,7044,17716.699346
725.0,4111,17720.745331
545.0,2782,17723.238702
530.0,3822,17728.023316
545.0,4341,17731.885198
1745.0,7135,17738.202225
570.0,3514,17741.326842
575.0,4329,17745.229654
575.0,3567,17748.337984
1100.0,7388,17755.029524
745.0,3724,17759.887554
1230.0,7105,17766.543285
1135.0,7151,17772.95719
570.0,2964,17775.637095
1235.0,7839,17782.429463
515.0,2965,17785.118401
600.0,3741,17789.943056
1075.0,8097,17797.177892
1300.0,8583,17821.172235
1010.0,6461,17827.419425
925.0,6589,17833.398315
805.0,4333,17837.235055
1060.0,6243,17842.815746
515.0,3198,17845.675881
470.0,3985,17849.213459
800.0,3899,17854.090165
1405.0,8046,17861.329582
570.0,3822,17864.713596
1430.0,6673,17870.699875
570.0,3198,17873.641883
205.0,1841,17875.340331
1300.0,6961,17881.494275
985.0,5481,17888.291389
485.0,4223,17892.281177
495.0,3489,17895.464367
745.0,3607,17898.780071
1145.0,7072,17904.993494
1230.0,8495,17925.935706
335.0,3313,17928.989049
545.0,3279,17932.346597
575.0,3265,17935.26037
720.0,3664,17938.546192
755.0,4049,17942.159752
1110.0,6721,17949.539902
555.0,4195,17953.32172
570.0,4455,17957.245039
1000.0,3909,17960.646937
1125.0,7465,17967.232651
1235.0,5793,17972.452524
460.0,3569,17975.560979
525.0,3510,17980.182513
575.0,3429,17983.194434
570.0,3344,17986.210846
1610.0,7063,17992.582907
465.0,3217,17995.700878
885.0,5570,18000.671275
600.0,3705,18004.364662
1380.0,7483,18012.360242
600.0,3969,18015.98116
1000.0,4493,18037.728493
770.0,3009,18041.851639
1600.0,7419,18048.302937
995.0,6391,18054.659733
570.0,3116,18057.35557
1430.0,7179,18063.739418
600.0,3853,18067.162868
1365.0,7813,18075.69277
690.0,3641,18078.958279
1705.0,8487,18086.438628
490.0,3987,18089.910626
545.0,4427,18093.777163
1435.0,7905,18100.795661
1070.0,5435,18107.563123
785.0,4173,18111.461702
570.0,2924,18114.068743
575.0,4231,18117.686931
570.0,3009,18120.477694
520.0,3201,18123.404326
570.0,3543,18126.987815
1430.0,8353,18151.378427
1005.0,6308,18157.693782
1130.0,7015,18164.152276
990.0,6717,18171.66907
1095.0,5427,18176.660803
540.0,3517,18179.824073
1150.0,8347,18187.527961
490.0,4433,18191.534415
600.0,3651,18194.841635
520.0,3433,18199.422848
745.0,3344,18202.435809
1175.0,7688,18209.308417
1100.0,7049,18215.549642
740.0,4133,18219.267028
1230.0,8649,18226.861367
685.0,3605,18231.662423
775.0,3869,18235.201032
525.0,3104,18237.992752
1200.0,7396,18245.218543
1405.0,8168,18272.875393
1450.0,6746,18279.426817
915.0,4365,18283.358972
1145.0,7517,18290.019481
1205.0,7790,18298.609345
1230.0,7599,18305.324813
545.0,3583,18308.569668
570.0,2753,18310.986976
550.0,3842,18314.481664
390.0,2257,18316.450421
1665.0,8950,18325.959908
870.0,5609,18330.970855
1170.0,6613,18336.88151
1100.0,7495,18343.63738
600.0,4249,18347.358791
1180.0,6899,18353.528268
1185.0,7416,18382.436368
570.0,4516,18387.766299
525.0,3616,18390.973343
545.0,3702,18394.197698
435.0,4367,18398.605365
605.0,3445,18401.662773
665.0,3543,18405.101517
545.0,4200,18408.832841
1175.0,6748,18414.873883
600.0,3425,18419.285368
560.0,3803,18422.767727
965.0,6645,18428.680637
525.0,3457,18431.724095
1230.0,7611,18438.461462
780.0,4871,18442.799791
950.0,4889,18447.200202
1220.0,6019,18454.093554
1250.0,7631,18460.986141
545.0,3975,18464.571166
600.0,2284,18466.621589
520.0,3679,18469.955114
490.0,4359,18473.834124
1205.0,6031,18497.904351
545.0,3330,18501.218958
1200.0,8056,18508.405058
1490.0,7703,18516.753722
540.0,3523,18519.82485
575.0,3671,18523.155073
605.0,3401,18526.184036
1230.0,7759,18533.114259
600.0,3601,18536.363716
1645.0,9335,18546.192559
600.0,4555,18550.350001
1840.0,11237,18560.389651
570.0,3116,18563.196454
550.0,3709,18566.589914
520.0,3519,18569.696843
1405.0,7291,18577.646347
1080.0,7035,18583.941904
1020.0,7066,18590.230918
435.0,3581,18604.618036
305.0,2119,18608.062186
780.0,3948,18611.71473
545.0,3983,18615.307456
1550.0,7523,18621.92877
495.0,3935,18625.505164
800.0,3525,18628.574872
540.0,4213,18632.354373
800.0,3859,18635.753278
545.0,3691,18640.581085
430.0,2433,18642.816328
560.0,3803,18646.209393
605.0,3897,18649.724573
570.0,3969,18653.328517
495.0,3671,18656.855722
290.0,1911,18658.605228
1430.0,8327,18666.46949
510.0,3423,18671.039533
555.0,3123,18673.861389
485.0,3819,18677.298042
600.0,4201,18680.983429
455.0,3891,18684.549628
345.0,2653,18686.96482
390.0,2598,18689.322819
640.0,3313,18692.383076
745.0,4369,18696.306274
1065.0,7245,18717.128538
1180.0,7560,18724.018341
770.0,3671,18727.790165
575.0,3664,18731.088069
560.0,3991,18736.154992
575.0,2846,18738.706513
520.0,3871,18742.161716
560.0,3377,18745.232594
550.0,3691,18748.464803
745.0,3507,18751.660191
515.0,3835,18755.101188
770.0,4385,18759.192794
545.0,3216,18762.16577
470.0,3671,18766.886013
805.0,3933,18770.424067
110.0,1541,18771.854368
1220.0,6162,18777.407835
800.0,3583,18780.675577
570.0,3642,18784.042772
770.0,4479,18788.088334
1270.0,6725,18794.499151
1005.0,3885,18799.443284
570.0,3514,18802.680702
515.0,3535,18805.885917
570.0,2661,18820.377994
800.0,3869,18823.907558
700.0,2865,18827.869653
720.0,4711,18832.575739
1065.0,7039,18839.133048
575.0,3799,18842.539156
2430.0,10798,18852.246999
545.0,3130,18855.094397
600.0,4325,18860.722817
565.0,3223,18863.812633
600.0,3781,18867.133056
600.0,3933,18870.609419
600.0,3065,18873.418637
815.0,5699,18878.42862
1565.0,8711,18886.237427
770.0,3989,18891.307018
570.0,3443,18894.383862
575.0,4206,18898.201009
290.0,2705,18900.818082
515.0,3424,18904.008648
460.0,3145,18906.844613
1030.0,6723,18912.795325
1470.0,7659,18937.045446
1330.0,6549,18942.911727
1300.0,7861,18950.242539
430.0,3994,18955.334279
710.0,3957,18958.929667
575.0,3855,18962.418811
1380.0,8896,18970.328445
995.0,6173,18975.870113
545.0,2945,18978.436765
605.0,4985,18983.46622
460.0,3469,18988.075478
1075.0,7535,18994.76746
805.0,3625,18998.023275
600.0,3633,19001.231493
600.0,3189,19004.266228
770.0,3301,19007.24915
720.0,5098,19011.720245
810.0,3491,19014.820068
570.0,4214,19019.982103
545.0,3907,19023.533592
1380.0,8331,19045.276284
770.0,3578,19049.808398
1230.0,7875,19057.130497
540.0,3669,19060.606711
745.0,4394,19064.52934
605.0,4097,19068.104777
545.0,4498,19072.161842
730.0,3883,19075.620157
735.0,4813,19081.383499
1045.0,7833,19088.520236
545.0,3483,19091.646847
235.0,2717,19094.134578
570.0,3998,19097.681521
745.0,3500,19101.305586
1000.0,4177,19105.066009
600.0,4515,19109.006813
545.0,2903,19113.117092
800.0,4105,19116.872954
550.0,2825,19119.383232
1145.0,8189,19126.671508
570.0,3657,19129.936454
580.0,4565,19134.066944
545.0,3137,19136.838343
525.0,3746,19161.9424
770.0,4298,19165.627382
550.0,4209,19169.249949
570.0,3757,19174.032877
815.0,4289,19178.060143
1355.0,6857,19184.131997
975.0,7278,19190.634429
1150.0,7436,19197.337343
850.0,5085,19202.01447
1205.0,6555,19209.557989
225.0,1975,19211.403176
685.0,3591,19214.692536
1375.0,6889,19221.232797
665.0,5155,19225.960377
805.0,3941,19229.530619
770.0,4805,19233.815946
600.0,3565,19238.541338
1130.0,6665,19244.556649
570.0,4207,19248.40437
570.0,3825,19251.896301
880.0,5793,19280.614672
540.0,3559,19283.836882
575.0,4574,19287.996342
455.0,3677,19291.384326
545.0,3513,19294.777602
605.0,4101,19300.046479
1000.0,3317,19303.070766
1310.0,7735,19310.155424
1380.0,5763,19315.472154
1040.0,6643,19321.445911
1125.0,8315,19329.009166
1260.0,7921,19337.61368
1195.0,5537,19343.043982
745.0,3593,19346.401225
520.0,4335,19350.278097
800.0,4759,19354.559115
490.0,3461,19357.703657
1115.0,7521,19365.862959
1235.0,7793,19372.74884
600.0,3737,19376.098926
600.0,3993,19395.898847
545.0,3441,19398.860058
575.0,3448,19402.30635
1080.0,6645,19408.232262
605.0,4133,19411.788986
545.0,2896,19414.466103
520.0,4049,19418.05126
470.0,3777,19421.467192
1605.0,6892,19428.900478
1010.0,7227,19435.613331
720.0,3731,19439.099313
460.0,4005,19442.777584
1230.0,6679,19448.726547
745.0,3755,19452.15529
510.0,3185,19454.991953
770.0,3515,19459.628993
1150.0,8065,19467.215348
500.0,3091,19470.019432
775.0,3692,19473.391243
470.0,3931,19477.012905
1420.0,9685,19485.594593
605.0,3125,19502.639741
570.0,3777,19506.303234
540.0,3531,19509.436632
1400.0,7996,19516.48129
480.0,3085,19520.776082
475.0,3101,19523.598532
590.0,3860,19527.039181
485.0,3619,19530.28112
1375.0,8299,19537.640952
865.0,5173,19542.276017
665.0,3791,19545.746029
545.0,3232,19548.552196
600.0,3551,19553.168602
555.0,3887,19556.633728
335.0,2925,19559.299781
440.0,3135,19562.176024
1000.0,3525,19565.38833
485.0,3585,19568.788339
835.0,4655,19572.971887
570.0,4173,19576.705043
890.0,3671,19580.399662
475.0,3481,19584.980143
1230.0,6485,19590.651656
540.0,3523,19593.757431
770.0,3512,19607.62877
415.0,2821,19610.521924
800.0,3897,19615.443777
950.0,6669,19621.307316
540.0,3487,19624.483782
200.0,1861,19626.173896
885.0,6105,19631.538522
1260.0,5599,19636.510206
600.0,3877,19639.910501
1000.0,6153,19646.873682
865.0,5085,19651.395468
550.0,3600,19654.685378
465.0,3189,19657.463342
455.0,2913,19660.03021
75.0,1069,19661.035132
605.0,3313,19663.962559
520.0,3809,19667.297622
575.0,3180,19670.070383
775.0,4211,19673.852109
570.0,3472,19678.303443
455.0,3327,19681.254739
600.0,4399,19685.304155
550.0,2945,19687.904023
600.0,3585,19691.117132
600.0,3659,19694.450022
555.0,3535,19697.757221
525.0,4111,19701.827894
745.0,3403,19716.897377
1185.0,7090,19723.081462
395.0,2540,19725.343978
570.0,3519,19728.471768
550.0,3037,19731.504779
600.0,3673,19734.849929
570.0,4365,19738.653587
520.0,3761,19743.561308
945.0,2960,19746.303944
745.0,3550,19749.425877
545.0,2988,19752.091808
1140.0,6331,19757.786074
605.0,3445,19760.810025
600.0,3873,19764.330273
545.0,2917,19766.902379
735.0,3605,19770.857061
655.0,3735,19774.970875
1605.0,7026,19781.257611
1125.0,6739,19787.342246
605.0,3797,19790.709401
715.0,3627,19793.957735
840.0,4711,19798.159019
805.0,3447,19801.351755
570.0,3653,19806.180484
720.0,3527,19809.363733
1320.0,7437,19827.955496
575.0,4083,19831.513827
600.0,4223,19837.049946
935.0,5557,19841.960613
1630.0,6767,19847.848059
745.0,3784,19851.28348
525.0,3891,19855.024001
515.0,3371,19858.073846
600.0,3621,19861.316067
600.0,3201,19864.22289
1010.0,5683,19870.745183
575.0,4714,19875.049091
710.0,3335,19878.014457
545.0,3381,19881.034512
1545.0,7621,19887.762489
600.0,4125,19891.493438
570.0,3066,19894.226882
725.0,3485,19898.925026
800.0,4385,19903.036383
1180.0,6850,19909.359341
1070.0,7855,19916.333697
605.0,3365,19933.047607
485.0,3889,19936.568797
1290.0,6817,19942.909041
1110.0,5229,19947.557119
675.0,3057,19950.299845
260.0,1701,19951.895753
545.0,3965,19955.423221
555.0,2988,19958.123926
540.0,4545,19963.550789
600.0,3873,19967.025522
1050.0,6727,19973.00271
490.0,3923,19976.529796
515.0,4475,19980.596268
770.0,3500,19983.810256
730.0,3643,19987.147136
715.0,4017,19992.132575
540.0,3528,19995.374634
1120.0,7145,20001.734401
730.0,3597,20005.007822
495.0,3473,20008.050809
645.0,4047,20011.681455
550.0,3583,20014.8989
495.0,4695,20019.083845
775.0,3541,20023.759998
575.0,3162,20041.499429
1045.0,7491,20048.820521
1170.0,6073,20055.829042
550.0,3657,20059.136954
570.0,3419,20062.6193
365.0,2220,20064.664763
570.0,3068,20067.446984
930.0,5545,20072.452064
425.0,4447,20076.562315
715.0,3388,20079.531968
545.0,4080,20083.160637
800.0,3931,20088.129955
1170.0,7729,20095.06842
700.0,3817,20098.562033
1325.0,8303,20105.997769
1385.0,8638,20113.637322
360.0,2633,20116.042818
520.0,3548,20120.654786
535.0,3807,20124.004748
505.0,3585,20127.208158
920.0,6064,20132.56703
440.0,3005,20135.274202
450.0,3441,20156.298217
915.0,5593,20161.195589
490.0,3749,20164.671686
320.0,2455,20167.180632
1155.0,7787,20174.01341
1230.0,7177,20182.176058
640.0,4359,20186.008459
830.0,4307,20189.875388
515.0,3513,20193.03972
745.0,2945,20195.649703
730.0,3126,20198.344337
1145.0,7411,20205.072541
605.0,3603,20208.302203
575.0,3291,20212.692115
695.0,3517,20215.925758
545.0,3301,20218.872576
500.0,3381,20221.886493
525.0,3473,20225.083697
545.0,3479,20228.207658
570.0,3391,20231.34374
725.0,3861,20234.875729
680.0,3427,20237.983069
605.0,3309,20241.021502
725.0,4761,20246.85292
545.0,3265,20249.820429
345.0,2029,20264.85371
745.0,3896,20268.179793
710.0,4923,20273.068507
1900.0,8216,20281.825319
1195.0,5842,20287.178456
485.0,3757,20290.584241
575.0,4187,20294.374258
365.0,2139,20296.312673
490.0,3687,20299.615368
1200.0,6699,20307.214139
605.0,3645,20310.496507
570.0,4033,20314.138327
1175.0,6311,20320.107278
360.0,2432,20322.338987
600.0,4073,20326.122712
560.0,3422,20329.241676
365.0,2988,20331.958535
725.0,3715,20335.288252
485.0,3313,20339.724584
490.0,4123,20343.541322
495.0,4195,20347.423803
995.0,8047,20354.782528
515.0,2934,20357.398546
750.0,3706,20378.47942
540.0,3920,20381.990153
415.0,2849,20384.606269
715.0,4009,20388.244107
465.0,3313,20391.585865
1155.0,7657,20398.70317
1535.0,6240,20405.830963
575.0,4024,20409.545936
570.0,4149,20413.252187
970.0,5881,20418.623563
605.0,3541,20421.950946
975.0,3337,20424.962495
605.0,4109,20428.652716
545.0,3983,20433.744203
770.0,5789,20439.292666
1490.0,7927,20446.572747
800.0,4147,20450.285817
525.0,2965,20452.999896
570.0,4115,20456.993312
940.0,3669,20460.356534
1165.0,5973,20467.194691
935.0,6357,20473.05501
470.0,3405,20489.867943
545.0,3266,20492.680939
495.0,4055,20498.130036
470.0,3805,20501.564214
470.0,3311,20504.49184
550.0,3728,20507.828643
530.0,4270,20511.553212
560.0,3232,20514.47195
340.0,2859,20517.044819
915.0,4863,20521.313063
605.0,3781,20524.771759
480.0,2913,20528.863554
625.0,3771,20532.213225
1275.0,7451,20538.79265
1500.0,6867,20544.858174
545.0,3982,20548.381679
560.0,4697,20552.595446
510.0,3681,20556.149734
545.0,3273,20560.541558
540.0,3830,20563.924483
550.0,3578,20567.058955
745.0,4099,20570.652541
570.0,3789,20573.956392
360.0,2427,20576.180874
570.0,3468,20579.233801
465.0,4467,20583.273067
675.0,3719,20601.69144
540.0,3785,20605.160229
570.0,3587,20608.308052
575.0,3196,20611.185918
725.0,3477,20614.234222
520.0,3840,20617.62948
860.0,6181,20624.500499
575.0,3866,20627.97664
775.0,3746,20631.307882
575.0,3344,20634.261872
1315.0,7277,20640.644719
575.0,4076,20644.242661
545.0,3590,20647.483057
440.0,3307,20650.407249
470.0,3761,20655.245871
1075.0,7071,20661.708554
1185.0,7107,20668.124467
525.0,3254,20670.988319
575.0,3561,20674.168203
545.0,3244,20677.318921
670.0,3867,20680.831875
520.0,4415,20686.25006
495.0,3457,20689.426034
535.0,2912,20692.034649
1420.0,6993,20713.079101
605.0,3905,20718.132215
545.0,3916,20722.155459
525.0,3073,20724.919308
805.0,4083,20728.409755
1630.0,7399,20735.081607
805.0,4115,20738.642746
545.0,2903,20741.286506
600.0,3533,20744.524189
1085.0,7177,20752.419173
455.0,2603,20754.846364
1180.0,7293,20761.340717
525.0,3850,20764.882138
745.0,3562,20768.127639
545.0,3678,20771.418015
1000.0,5687,20776.663177
480.0,3911,20781.622214
520.0,3600,20784.898953
570.0,4397,20788.843565
1090.0,5807,20794.053141
1095.0,6459,20800.247013
1550.0,7081,20819.849725
570.0,3349,20822.852794
545.0,3622,20826.571439
735.0,3243,20829.594315
785.0,5941,20834.978593
545.0,4533,20839.136335
750.0,3536,20843.857309
540.0,4161,20847.707819
540.0,3649,20851.014478
945.0,3825,20854.441393
545.0,3649,20857.750985
600.0,3343,20860.67392
605.0,4529,20864.851894
1325.0,7487,20873.02097
1600.0,7025,20879.424976
1430.0,7005,20885.827517
570.0,3081,20888.661675
1375.0,7672,20895.603254
600.0,3297,20898.55826
545.0,4056,20902.295517
1345.0,6987,20910.086561
520.0,3662,20913.394872
470.0,3507,20931.426012
540.0,3573,20936.156234
355.0,2540,20938.453726
545.0,2682,20940.819457
605.0,3529,20944.066861
1580.0,8347,20951.672707
1135.0,6202,20957.194785
775.0,5335,20962.088141
575.0,3798,20966.250385
350.0,2647,20969.487156
1070.0,6939,20975.700487
525.0,3424,20978.746448
575.0,3968,20982.359575
1040.0,6211,20987.86414
945.0,4856,20992.142752
570.0,3316,20995.217135
405.0,2979,20999.506849
545.0,2661,21001.975913
1020.0,5323,21006.84333
425.0,3081,21009.594858
600.0,4189,21013.348851
575.0,4080,21017.00618
910.0,5575,21021.919132
540.0,3281,21040.533853
1155.0,7913,21047.492373
475.0,3989,21051.35297
1105.0,6071,21057.019649
775.0,3885,21062.008629
715.0,4003,21065.617172
1010.0,6201,21071.09654
605.0,3833,21074.536964
460.0,2969,21077.255157
540.0,3223,21080.180129
600.0,3219,21083.133275
520.0,3859,21086.681745
940.0,5857,21093.340541
570.0,3887,21096.837332
730.0,5211,21101.527948
615.0,2881,21104.170315
1145.0,8015,21111.307328
520.0,3599,21114.578613
850.0,5615,21119.609548
570.0,3301,21122.566317
600.0,4273,21127.969075
720.0,4063,21131.614399
600.0,4313,21150.70297
715.0,3879,21154.236557
1005.0,6619,21161.936532
470.0,3799,21165.342026
1120.0,6905,21171.639218
445.0,3393,21174.728903
525.0,2742,21177.171634
280.0,2369,21179.311403
515.0,4473,21183.276073
570.0,3435,21187.845958
545.0,3317,21190.740449
815.0,6685,21196.854679
800.0,4625,21200.960996
540.0,3886,21204.444571
925.0,6149,21209.898144
410.0,2751,21212.368512
495.0,3457,21215.486935
545.0,3073,21219.745758
725.0,3759,21223.124665
520.0,4128,21226.862917
800.0,3977,21230.349683
570.0,4024,21234.137788
550.0,3597,21237.580224
570.0,3887,21241.094363
665.0,3525,21244.362056
1175.0,8055,21266.212536
505.0,2945,21268.860713
545.0,4247,21272.687512
1405.0,7261,21279.531658
1635.0,8033,21288.030949
810.0,2765,21290.42356
575.0,4090,21294.078693
575.0,3446,21297.132432
1370.0,6927,21303.346503
1230.0,7943,21310.399104
1375.0,7977,21318.941195
520.0,4325,21322.836833
330.0,3195,21325.65132
1175.0,7087,21331.895478
695.0,4011,21335.513343
835.0,4957,21339.938953
600.0,4759,21345.552152
445.0,2709,21348.011693
570.0,3564,21351.0952
1575.0,7375,21370.446069
1175.0,6704,21378.029539
980.0,6445,21384.14485
545.0,3557,21387.401388
1125.0,7829,21394.465533
540.0,3194,21397.686935
575.0,3486,21400.797839
455.0,3907,21404.605412
730.0,4571,21410.174595
660.0,3473,21413.31012
720.0,3933,21416.945351
540.0,4126,21420.694341
870.0,3313,21423.783344
340.0,2412,21426.036737
600.0,3277,21428.986832
745.0,3500,21432.192533
1145.0,6489,21439.48798
570.0,3709,21442.773624
600.0,3507,21446.019436
1270.0,8063,21453.298404
550.0,3031,21456.078855
570.0,3265,21459.024155
600.0,3783,21462.457462
490.0,3637,21482.569868
745.0,3329,21485.660378
540.0,3273,21488.996038
1100.0,7375,21495.727208
1445.0,7423,21504.065212
930.0,5855,21509.567936
570.0,3707,21512.977281
1025.0,6609,21519.423625
570.0,3185,21522.367196
600.0,3485,21525.460878
470.0,3637,21528.77403
1400.0,7217,21536.661042
600.0,4065,21540.221676
1130.0,6711,21546.288974
1400.0,9471,21554.712344
1375.0,8450,21562.234273
1385.0,8043,21570.879279
975.0,6751,21576.892716
515.0,2625,21590.820876
1350.0,7263,21599.121301
545.0,3017,21601.813262
1000.0,3875,21605.350685
540.0,3073,21608.117705
600.0,3815,21611.454705
545.0,3607,21614.755424
575.0,4415,21618.626782
1075.0,6939,21624.818001
600.0,4443,21630.212399
770.0,3248,21633.136673
545.0,3389,21636.191825
545.0,3515,21639.753094
500.0,3975,21643.320018
605.0,4157,21646.983971
1205.0,7980,21653.929907
460.0,3653,21657.148678
545.0,3531,21661.792427
745.0,3481,21665.018294
600.0,3673,21668.286182
950.0,3457,21671.393326
400.0,2869,21674.023719
940.0,4243,21677.826538
1180.0,8168,21698.595525
545.0,3232,21701.436145
1375.0,7211,21707.894738
605.0,3669,21711.294707
1025.0,6125,21716.867855
580.0,4896,21722.505616
775.0,2967,21725.269638
555.0,4045,21728.843816
860.0,4289,21732.672949
1085.0,7713,21739.509655
1405.0,6577,21745.253565
515.0,3206,21748.088333
600.0,4163,21751.810131
625.0,2527,21755.57527
600.0,3833,21759.415771
1380.0,7703,21766.281727
765.0,6565,21772.071124
485.0,3543,21775.290066
400.0,3604,21778.560941
545.0,4632,21782.71382
360.0,3405,21787.167385
545.0,3867,21790.635885
550.0,3618,21811.737138
545.0,3699,21816.478365
545.0,2739,21819.216377
600.0,3345,21822.172093
545.0,3073,21824.859603
465.0,3277,21827.802752
540.0,3293,21830.689939
730.0,4779,21834.973262
1145.0,7039,21841.218208
600.0,3805,21844.695902
770.0,5761,21851.322576
540.0,2796,21853.784908
540.0,3450,21856.993368
570.0,3632,21860.177658
540.0,2467,21862.451281
600.0,4127,21866.115407
1150.0,7766,21872.924368
475.0,3569,21876.480854
1100.0,6545,21883.722204
975.0,6765,21889.613893
970.0,3109,21892.42328
1165.0,6937,21898.534187
970.0,6021,21904.000803
445.0,3899,21922.489064
1395.0,6913,21928.82005
415.0,2777,21931.308193
760.0,5487,21936.350697
570.0,3343,21939.366496
355.0,3227,21943.761426
585.0,3672,21947.12926
1405.0,6667,21953.154943
570.0,3277,21956.147356
800.0,3785,21959.466497
520.0,2817,21962.106519
945.0,4017,21965.789125
520.0,3567,21968.971048
515.0,3814,21973.833301
715.0,3541,21977.051177
580.0,3275,21980.033679
570.0,3675,21983.28034
995.0,6503,21989.121187
1120.0,5325,21993.919093
545.0,3961,21997.898008
515.0,3825,22001.330759
1015.0,7133,22009.31711
605.0,3205,22012.176272
570.0,4171,22015.999236
650.0,4323,22030.645377
490.0,3835,22034.08016
1325.0,6853,22041.892292
770.0,2654,22044.42689
1155.0,6379,22050.148535
770.0,3536,22053.303614
715.0,3690,22056.582616
1015.0,6855,22062.724002
550.0,3645,22066.011045
600.0,4021,22070.986457
955.0,6042,22076.530634
1040.0,8015,22083.778198
880.0,5684,22088.999709
815.0,5987,22094.440521
500.0,3043,22097.223089
1115.0,7051,22105.001051
545.0,3934,22108.478208
580.0,3803,22111.843035
1205.0,6677,22118.206846
575.0,3413,22121.232769
540.0,2953,22143.127723
1405.0,8834,22151.094445
1090.0,6875,22157.286767
770.0,3891,22160.678462
545.0,3839,22165.570667
510.0,3677,22168.828563
515.0,4123,22172.585527
775.0,3244,22175.438574
685.0,4605,22179.591885
545.0,4423,22183.477882
1120.0,7063,22189.724444
570.0,4301,22194.940824
715.0,3681,22198.306817
1050.0,6475,22204.21116
600.0,3937,22207.942422
930.0,6379,22213.675756
880.0,6337,22219.363826
1140.0,6875,22227.063441
1050.0,7179,22233.482375
960.0,5125,22263.163509
1215.0,7937,22270.480222
745.0,3772,22273.842735
900.0,6017,22279.404535
1170.0,6095,22284.811857
1445.0,7415,22292.825468
1265.0,7801,22299.84149
515.0,4795,22304.222064
515.0,3437,22307.231268
525.0,2965,22309.944296
545.0,3535,22313.070145
925.0,5849,22320.01253
1375.0,7058,22326.483779
1075.0,6959,22332.643196
1220.0,6495,22338.534761
600.0,3713,22341.782284
575.0,3613,22345.082562
740.0,4293,22348.979148
480.0,4309,22354.230621
1130.0,5845,22373.361115
600.0,4235,22377.136304
780.0,5529,22383.610686
545.0,3173,22386.523637
665.0,3725,22390.056628
540.0,3157,22392.837945
1590.0,7445,22399.414131
1070.0,6667,22405.316611
495.0,4165,22409.267734
570.0,3713,22414.011763
1300.0,7903,22420.964194
600.0,4393,22424.828957
950.0,5493,22429.691305
570.0,3525,22432.880422
485.0,3035,22435.573359
1070.0,6843,22441.694385
1015.0,6535,22449.033803
1035.0,7123,22455.631417
680.0,3157,22458.536426
545.0,3585,22461.692262
520.0,3541,22464.880285
1230.0,7205,22487.727514
1155.0,6889,22494.315609
545.0,3875,22497.874016
745.0,3465,22500.925215
540.0,4243,22504.798049
495.0,3601,22509.485032
490.0,3857,22513.005353
1230.0,7783,22519.971699
545.0,4068,22523.599338
700.0,3505,22526.790803
480.0,2769,22529.365686
545.0,3115,22532.167793
675.0,3857,22535.613786
540.0,3566,22540.356745
620.0,2967,22543.070073
555.0,3304,22546.086451
775.0,3999,22549.686669
1135.0,6447,22555.569556
545.0,3246,22558.481075
1290.0,6429,22564.358426
605.0,6163,22571.413733
805.0,5313,22576.250272
570.0,4281,22602.668387
745.0,3664,22606.020154
505.0,2945,22608.644968
1140.0,6969,22615.123164
745.0,3540,22618.327369
760.0,4449,22622.345258
1545.0,6705,22628.495102
1525.0,7551,22636.62783
1090.0,6309,22642.1771
750.0,4697,22646.365332
1345.0,8631,22654.035319
920.0,6519,22659.969663
1380.0,6259,22667.008504
715.0,3323,22669.95109
865.0,5011,22674.486761
600.0,4325,22678.300643
550.0,3294,22681.262938
540.0,3335,22684.209018
1375.0,6654,22690.104204
515.0,3243,22692.978925
605.0,3141,22715.591786
545.0,2998,22718.659522
580.0,4158,22722.435701
485.0,3185,22725.271308
995.0,7107,22733.3537
1155.0,7207,22739.935123
580.0,3244,22742.919153
575.0,3994,22746.553308
525.0,3557,22749.645121
600.0,3777,22753.007512
740.0,3337,22755.959862
720.0,3611,22760.697989
