,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_target_kl,params_vf_coef,state
69,69,-inf,2025-02-02 22:16:51.856355,2025-02-02 22:16:51.886505,0 days 00:00:00.030150,tanh,201,0.19166327280890588,5.438037028812266e-05,0.9084345302605039,0.9956386205688222,0.00010873270603084634,2.161212620460105,5,228,small,0.17282832676604148,0.8106985169987396,COMPLETE
70,70,-inf,2025-02-02 22:16:51.887231,2025-02-02 22:16:51.916697,0 days 00:00:00.029466,tanh,184,0.16535953708500536,8.156768385443096e-05,0.8633742406188507,0.9769983829779966,4.890398370954648e-05,3.307430035336621,1,249,small,0.13625923674437876,0.5075399426240816,COMPLETE
71,71,-inf,2025-02-02 22:16:51.917444,2025-02-02 22:16:51.948962,0 days 00:00:00.031518,tanh,158,0.21150233603559432,0.0020841583418790095,0.9628630411105231,0.9907715914218843,0.0004088644575108498,4.910746893517957,3,100,small,0.13873608232074064,0.7822138888165673,COMPLETE
72,72,-inf,2025-02-02 22:16:51.949766,2025-02-02 22:16:51.979013,0 days 00:00:00.029247,tanh,135,0.10006828309410983,0.0002677327861804424,0.9778132078339421,0.9715727815892842,0.00016817444950091172,4.44858311393976,4,79,small,0.11958866237195613,0.8331751437390014,COMPLETE
73,73,-inf,2025-02-02 22:16:51.979909,2025-02-02 22:16:52.008856,0 days 00:00:00.028947,tanh,146,0.2380689735092945,0.0007978092124592644,0.8151294771743952,0.9603475055619629,0.00021031671042425601,4.748702918166132,2,66,small,0.10928284161175536,0.763123910326667,COMPLETE
74,74,-inf,2025-02-02 22:16:52.009635,2025-02-02 22:16:52.039304,0 days 00:00:00.029669,tanh,191,0.22123087421622784,0.0015030204315469853,0.9181537470589036,0.9888574109167846,0.00046111854745584454,3.558553981740497,3,11,small,0.08687182075601435,0.727421648721094,COMPLETE
75,75,-inf,2025-02-02 22:16:52.040016,2025-02-02 22:16:52.071264,0 days 00:00:00.031248,tanh,107,0.2681581601554629,0.0005740874776706422,0.9813623913677919,0.9807696787805487,0.0006944244472169374,2.468189938734807,6,120,tiny,0.05634084927913493,0.6945426584360839,COMPLETE
76,76,-inf,2025-02-02 22:16:52.071990,2025-02-02 22:16:52.102358,0 days 00:00:00.030368,tanh,249,0.2611317864793778,0.0030264635165296594,0.8453731491478973,0.9759863435501328,0.00033101885172905223,4.6843673069095955,4,54,small,0.1749633043456323,0.9723478961122882,COMPLETE
77,77,-inf,2025-02-02 22:16:52.103461,2025-02-02 22:16:52.133539,0 days 00:00:00.030078,relu,163,0.2500034085025721,0.00036999736976755994,0.8371697164794034,0.9971150369228856,8.51343547746688e-05,4.317750598980283,3,239,tiny,0.19317861357085808,0.8093244703698498,COMPLETE
78,78,-inf,2025-02-02 22:16:52.134461,2025-02-02 22:16:52.165073,0 days 00:00:00.030612,tanh,215,0.2861141526534518,0.0006640614149499596,0.9530828211027452,0.993818838881927,0.0001943953230964152,3.0256664794908987,10,87,small,0.12831811951179173,0.859427808417479,COMPLETE
79,79,-inf,2025-02-02 22:16:52.166132,2025-02-02 22:16:52.196765,0 days 00:00:00.030633,tanh,65,0.19642417146329466,0.0001541511022927522,0.8547103136261752,0.9476672648578661,0.00013829154508062687,4.518686610990124,4,67,small,0.16387658344392073,0.6114904415347863,COMPLETE
80,80,-inf,2025-02-02 22:16:52.197645,2025-02-02 22:16:52.225153,0 days 00:00:00.027508,relu,152,0.18185369557985587,0.006829328122698969,0.9318005805655398,0.9839742943683218,0.00011731939617580076,4.047611340797549,9,137,tiny,0.15162686229388786,0.5880129991872409,COMPLETE
81,81,-inf,2025-02-02 22:16:52.225889,2025-02-02 22:16:52.254477,0 days 00:00:00.028588,relu,177,0.2070180048904487,6.0064089724086016e-05,0.8758221801343349,0.9101359979586151,2.3850078196476387e-05,1.658747418196523,10,17,tiny,0.10682747282486464,0.9917536766871698,COMPLETE
82,82,-inf,2025-02-02 22:16:52.255188,2025-02-02 22:16:52.284695,0 days 00:00:00.029507,relu,237,0.1725761485720619,9.754498957033877e-05,0.9724255152913943,0.900330737235199,3.0708111550052186e-05,2.3452754629436834,9,93,tiny,0.09781741106684168,0.9037173666831488,COMPLETE
83,83,-inf,2025-02-02 22:16:52.285454,2025-02-02 22:16:52.314312,0 days 00:00:00.028858,relu,191,0.18888960691635737,6.494949792838638e-05,0.8235816781531387,0.9335172352742558,3.609885300530061e-05,2.029436022565653,10,29,tiny,0.11460855609050559,0.9194089307568584,COMPLETE
84,84,-inf,2025-02-02 22:16:52.315030,2025-02-02 22:16:52.343223,0 days 00:00:00.028193,relu,223,0.2212271451255292,2.0237568692079877e-05,0.8960193956165342,0.9036615715004048,1.6042108119859508e-05,2.2571215996580882,9,209,tiny,0.06473949305069823,0.953682297755551,COMPLETE
85,85,-inf,2025-02-02 22:16:52.343973,2025-02-02 22:16:52.373663,0 days 00:00:00.029690,relu,210,0.20201814316762703,0.0002459144567635346,0.902939921397088,0.9236512230085194,2.5370357417228646e-05,4.964543290643419,2,36,tiny,0.031227241390230635,0.9381799488898859,COMPLETE
86,86,-inf,2025-02-02 22:16:52.374378,2025-02-02 22:16:52.404704,0 days 00:00:00.030326,tanh,45,0.23232726727140435,4.053641880410629e-05,0.8677103447704105,0.9199995441695261,2.105558425212598e-05,2.75583237767584,7,256,small,0.1831702370249063,0.7851297187883843,COMPLETE
87,87,-inf,2025-02-02 22:16:52.405421,2025-02-02 22:16:52.434220,0 days 00:00:00.028799,tanh,83,0.15125219706461887,0.0010851130060742363,0.8862016583290969,0.9128681802231469,6.329283498479528e-05,2.4877354816129302,5,219,small,0.046141015224897164,0.8306452404254354,COMPLETE
88,88,-inf,2025-02-02 22:16:52.434965,2025-02-02 22:16:52.465062,0 days 00:00:00.030097,relu,171,0.2790036292951845,1.6280212354549025e-05,0.8373919489244699,0.9270495143243399,0.00015620996313248065,0.5000054183454763,10,61,tiny,0.07447311816865383,0.9721442471598253,COMPLETE
89,89,-inf,2025-02-02 22:16:52.465788,2025-02-02 22:16:52.496035,0 days 00:00:00.030247,tanh,249,0.10894655708574254,0.0001107309515717841,0.9224961251495317,0.964731255939816,1.3015723749663389e-05,1.8586495768346976,8,53,small,0.14552630775487707,0.7557664919830923,COMPLETE
